realm_id,realm_name,region,connected_realm_id,game_version
1148,"{'en_US': 'Malorne', 'es_MX': 'Malorne', 'pt_BR': 'Malorne', 'de_DE': 'Malorne', 'en_GB': 'Malorne', 'es_ES': 'Malorne', 'fr_FR': 'Malorne', 'it_IT': 'Malorne', 'ru_RU': 'Malorne', 'ko_KR': 'Malorne', 'zh_TW': '瑪洛尼', 'zh_CN': '玛洛恩'}",us,127,retail
7,"{'en_US': 'Frostwolf', 'es_MX': 'Frostwolf', 'pt_BR': 'Frostwolf', 'de_DE': 'Frostwolf', 'en_GB': 'Frostwolf', 'es_ES': 'Frostwolf', 'fr_FR': 'Frostwolf', 'it_IT': 'Frostwolf', 'ru_RU': 'Frostwolf', 'ko_KR': 'Frostwolf', 'zh_TW': '霜狼', 'zh_CN': '霜狼'}",us,127,retail
110,"{'en_US': 'Stormscale', 'es_MX': 'Stormscale', 'pt_BR': 'Stormscale', 'de_DE': 'Stormscale', 'en_GB': 'Stormscale', 'es_ES': 'Stormscale', 'fr_FR': 'Stormscale', 'it_IT': 'Stormscale', 'ru_RU': 'Stormscale', 'ko_KR': 'Stormscale', 'zh_TW': '雷鱗', 'zh_CN': '风暴之鳞'}",us,127,retail
151,"{'en_US': 'Runetotem', 'es_MX': 'Runetotem', 'pt_BR': 'Runetotem', 'de_DE': 'Runetotem', 'en_GB': 'Runetotem', 'es_ES': 'Runetotem', 'fr_FR': 'Runetotem', 'it_IT': 'Runetotem', 'ru_RU': 'Runetotem', 'ko_KR': 'Runetotem', 'zh_TW': '符文圖騰', 'zh_CN': 'Public Test EU'}",us,151,retail
3,"{'en_US': 'Uther', 'es_MX': 'Uther', 'pt_BR': 'Uther', 'de_DE': 'Uther', 'en_GB': 'Uther', 'es_ES': 'Uther', 'fr_FR': 'Uther', 'it_IT': 'Uther', 'ru_RU': 'Uther', 'ko_KR': 'Uther', 'zh_TW': '烏瑟', 'zh_CN': '乌瑟尔'}",us,151,retail
115,"{'en_US': 'Draenor', 'es_MX': 'Draenor', 'pt_BR': 'Draenor', 'de_DE': 'Draenor', 'en_GB': 'Draenor', 'es_ES': 'Draenor', 'fr_FR': 'Draenor', 'it_IT': 'Draenor', 'ru_RU': 'Draenor', 'ko_KR': 'Draenor', 'zh_TW': '德拉諾', 'zh_CN': '德拉诺'}",us,115,retail
1342,"{'en_US': 'Echo Isles', 'es_MX': 'Echo Isles', 'pt_BR': 'Echo Isles', 'de_DE': 'Echo Isles', 'en_GB': 'Echo Isles', 'es_ES': 'Echo Isles', 'fr_FR': 'Echo Isles', 'it_IT': 'Echo Isles', 'ru_RU': 'Echo Isles', 'ko_KR': 'Echo Isles', 'zh_TW': '回音群島', 'zh_CN': '回音群岛'}",us,115,retail
106,"{'en_US': 'Aggramar', 'es_MX': 'Aggramar', 'pt_BR': 'Aggramar', 'de_DE': 'Aggramar', 'en_GB': 'Aggramar', 'es_ES': 'Aggramar', 'fr_FR': 'Aggramar', 'it_IT': 'Aggramar', 'ru_RU': 'Aggramar', 'ko_KR': 'Aggramar', 'zh_TW': '阿格拉瑪', 'zh_CN': '阿格拉玛'}",us,106,retail
1576,"{'en_US': 'Fizzcrank', 'es_MX': 'Fizzcrank', 'pt_BR': 'Fizzcrank', 'de_DE': 'Fizzcrank', 'en_GB': 'Fizzcrank', 'es_ES': 'Fizzcrank', 'fr_FR': 'Fizzcrank', 'it_IT': 'Fizzcrank', 'ru_RU': 'Fizzcrank', 'ko_KR': 'Fizzcrank', 'zh_TW': '嘶軸', 'zh_CN': '菲兹兰克'}",us,106,retail
1072,"{'en_US': 'Ravencrest', 'es_MX': 'Ravencrest', 'pt_BR': 'Ravencrest', 'de_DE': 'Ravencrest', 'en_GB': 'Ravencrest', 'es_ES': 'Ravencrest', 'fr_FR': 'Ravencrest', 'it_IT': 'Ravencrest', 'ru_RU': 'Ravencrest', 'ko_KR': 'Ravencrest', 'zh_TW': '黑羽', 'zh_CN': '拉文凯斯'}",us,1072,retail
1283,"{'en_US': 'Uldaman', 'es_MX': 'Uldaman', 'pt_BR': 'Uldaman', 'de_DE': 'Uldaman', 'en_GB': 'Uldaman', 'es_ES': 'Uldaman', 'fr_FR': 'Uldaman', 'it_IT': 'Uldaman', 'ru_RU': 'Uldaman', 'ko_KR': 'Uldaman', 'zh_TW': '奧達曼', 'zh_CN': '奥达曼'}",us,1072,retail
58,"{'en_US': 'Stormreaver', 'es_MX': 'Stormreaver', 'pt_BR': 'Stormreaver', 'de_DE': 'Stormreaver', 'en_GB': 'Stormreaver', 'es_ES': 'Stormreaver', 'fr_FR': 'Stormreaver', 'it_IT': 'Stormreaver', 'ru_RU': 'Stormreaver', 'ko_KR': 'Stormreaver', 'zh_TW': '暴掠氏族', 'zh_CN': '风暴裂隙'}",us,58,retail
67,"{'en_US': 'Elune', 'es_MX': 'Elune', 'pt_BR': 'Elune', 'de_DE': 'Elune', 'en_GB': 'Elune', 'es_ES': 'Elune', 'fr_FR': 'Elune', 'it_IT': 'Elune', 'ru_RU': 'Elune', 'ko_KR': 'Elune', 'zh_TW': '伊露恩', 'zh_CN': '艾露恩'}",us,67,retail
101,"{'en_US': 'Laughing Skull', 'es_MX': 'Laughing Skull', 'pt_BR': 'Laughing Skull', 'de_DE': 'Laughing Skull', 'en_GB': 'Laughing Skull', 'es_ES': 'Laughing Skull', 'fr_FR': 'Laughing Skull', 'it_IT': 'Laughing Skull', 'ru_RU': 'Laughing Skull', 'ko_KR': 'Laughing Skull', 'zh_TW': '獰笑骷髏', 'zh_CN': '嘲颅'}",us,67,retail
1555,"{'en_US': 'Auchindoun', 'es_MX': 'Auchindoun', 'pt_BR': 'Auchindoun', 'de_DE': 'Auchindoun', 'en_GB': 'Auchindoun', 'es_ES': 'Auchindoun', 'fr_FR': 'Auchindoun', 'it_IT': 'Auchindoun', 'ru_RU': 'Аукиндон', 'ko_KR': 'Auchindoun', 'zh_TW': '奧齊頓', 'zh_CN': '奥金顿'}",us,67,retail
1067,"{'en_US': ""Cho'gall"", 'es_MX': ""Cho'gall"", 'pt_BR': ""Cho'gall"", 'de_DE': ""Cho'gall"", 'en_GB': ""Cho'gall"", 'es_ES': ""Cho'gall"", 'fr_FR': ""Cho'gall"", 'it_IT': ""Cho'gall"", 'ru_RU': ""Cho'gall"", 'ko_KR': ""Cho'gall"", 'zh_TW': '丘加利', 'zh_CN': '古加尔'}",us,67,retail
97,"{'en_US': 'Gilneas', 'es_MX': 'Gilneas', 'pt_BR': 'Gilneas', 'de_DE': 'Gilneas', 'en_GB': 'Gilneas', 'es_ES': 'Gilneas', 'fr_FR': 'Gilneas', 'it_IT': 'Gilneas', 'ru_RU': 'Gilneas', 'ko_KR': 'Gilneas', 'zh_TW': '吉爾尼斯', 'zh_CN': '吉尔尼斯'}",us,67,retail
73,"{'en_US': 'Bleeding Hollow', 'es_MX': 'Bleeding Hollow', 'pt_BR': 'Bleeding Hollow', 'de_DE': 'Bleeding Hollow', 'en_GB': 'Bleeding Hollow', 'es_ES': 'Bleeding Hollow', 'fr_FR': 'Bleeding Hollow', 'it_IT': 'Bleeding Hollow', 'ru_RU': 'Bleeding Hollow', 'ko_KR': 'Bleeding Hollow', 'zh_TW': '血之谷', 'zh_CN': '血环'}",us,73,retail
1175,"{'en_US': 'Trollbane', 'es_MX': 'Trollbane', 'pt_BR': 'Trollbane', 'de_DE': 'Trollbane', 'en_GB': 'Trollbane', 'es_ES': 'Trollbane', 'fr_FR': 'Trollbane', 'it_IT': 'Trollbane', 'ru_RU': 'Trollbane', 'ko_KR': 'Trollbane', 'zh_TW': '托爾貝恩', 'zh_CN': '托尔贝恩'}",us,1175,retail
1579,"{'en_US': 'Grizzly Hills', 'es_MX': 'Grizzly Hills', 'pt_BR': 'Grizzly Hills', 'de_DE': 'Grizzly Hills', 'en_GB': 'Grizzly Hills', 'es_ES': 'Grizzly Hills', 'fr_FR': 'Grizzly Hills', 'it_IT': 'Grizzly Hills', 'ru_RU': 'Grizzly Hills', 'ko_KR': 'Grizzly Hills', 'zh_TW': '灰白之丘', 'zh_CN': '灰熊丘陵'}",us,1175,retail
1132,"{'en_US': 'Malfurion', 'es_MX': 'Malfurion', 'pt_BR': 'Malfurion', 'de_DE': 'Malfurion', 'en_GB': 'Malfurion', 'es_ES': 'Malfurion', 'fr_FR': 'Malfurion', 'it_IT': 'Malfurion', 'ru_RU': 'Malfurion', 'ko_KR': 'Malfurion', 'zh_TW': '瑪法里恩', 'zh_CN': '玛法里奥'}",us,1175,retail
68,"{'en_US': 'Lothar', 'es_MX': 'Lothar', 'pt_BR': 'Lothar', 'de_DE': 'Lothar', 'en_GB': 'Lothar', 'es_ES': 'Lothar', 'fr_FR': 'Lothar', 'it_IT': 'Lothar', 'ru_RU': 'Lothar', 'ko_KR': 'Lothar', 'zh_TW': '洛薩', 'zh_CN': '洛萨'}",us,1175,retail
1069,"{'en_US': ""Kael'thas"", 'es_MX': ""Kael'thas"", 'pt_BR': ""Kael'thas"", 'de_DE': ""Kael'thas"", 'en_GB': ""Kael'thas"", 'es_ES': ""Kael'thas"", 'fr_FR': ""Kael'thas"", 'it_IT': ""Kael'thas"", 'ru_RU': ""Kael'thas"", 'ko_KR': ""Kael'thas"", 'zh_TW': '凱爾薩斯', 'zh_CN': '凯尔萨斯'}",us,1175,retail
1287,"{'en_US': 'Gnomeregan', 'es_MX': 'Gnomeregan', 'pt_BR': 'Gnomeregan', 'de_DE': 'Gnomeregan', 'en_GB': 'Gnomeregan', 'es_ES': 'Gnomeregan', 'fr_FR': 'Gnomeregan', 'it_IT': 'Gnomeregan', 'ru_RU': 'Gnomeregan', 'ko_KR': 'Gnomeregan', 'zh_TW': '諾姆瑞根', 'zh_CN': '诺莫瑞根'}",us,1175,retail
153,"{'en_US': 'Moonrunner', 'es_MX': 'Moonrunner', 'pt_BR': 'Moonrunner', 'de_DE': 'Moonrunner', 'en_GB': 'Moonrunner', 'es_ES': 'Moonrunner', 'fr_FR': 'Moonrunner', 'it_IT': 'Moonrunner', 'ru_RU': 'Moonrunner', 'ko_KR': 'Moonrunner', 'zh_TW': '月行者', 'zh_CN': '月行者'}",us,1175,retail
1578,"{'en_US': 'Ghostlands', 'es_MX': 'Ghostlands', 'pt_BR': 'Ghostlands', 'de_DE': 'Ghostlands', 'en_GB': 'Ghostlands', 'es_ES': 'Ghostlands', 'fr_FR': 'Ghostlands', 'it_IT': 'Ghostlands', 'ru_RU': 'Ghostlands', 'ko_KR': 'Ghostlands', 'zh_TW': '鬼魂之地', 'zh_CN': '幽魂之地'}",us,1175,retail
1184,"{'en_US': ""Vek'nilash"", 'es_MX': ""Vek'nilash"", 'pt_BR': ""Vek'nilash"", 'de_DE': ""Vek'nilash"", 'en_GB': ""Vek'nilash"", 'es_ES': ""Vek'nilash"", 'fr_FR': ""Vek'nilash"", 'it_IT': ""Vek'nilash"", 'ru_RU': ""Vek'nilash"", 'ko_KR': ""Vek'nilash"", 'zh_TW': '維克尼拉斯', 'zh_CN': '维克尼拉斯'}",us,1184,retail
1367,"{'en_US': 'Nazgrel', 'es_MX': 'Nazgrel', 'pt_BR': 'Nazgrel', 'de_DE': 'Nazgrel', 'en_GB': 'Nazgrel', 'es_ES': 'Nazgrel', 'fr_FR': 'Nazgrel', 'it_IT': 'Nazgrel', 'ru_RU': 'Nazgrel', 'ko_KR': 'Nazgrel', 'zh_TW': '納茲格雷爾', 'zh_CN': '纳兹格雷尔'}",us,1184,retail
1375,"{'en_US': 'Nesingwary', 'es_MX': 'Nesingwary', 'pt_BR': 'Nesingwary', 'de_DE': 'Nesingwary', 'en_GB': 'Nesingwary', 'es_ES': 'Nesingwary', 'fr_FR': 'Nesingwary', 'it_IT': 'Nesingwary', 'ru_RU': 'Nesingwary', 'ko_KR': 'Nesingwary', 'zh_TW': '奈辛瓦里', 'zh_CN': '奈辛瓦里'}",us,1184,retail
1185,"{'en_US': ""Sen'jin"", 'es_MX': ""Sen'jin"", 'pt_BR': ""Sen'jin"", 'de_DE': ""Sen'jin"", 'en_GB': ""Sen'jin"", 'es_ES': ""Sen'jin"", 'fr_FR': ""Sen'jin"", 'it_IT': ""Sen'jin"", 'ru_RU': ""Sen'jin"", 'ko_KR': ""Sen'jin"", 'zh_TW': '森金', 'zh_CN': '森金'}",us,1185,retail
111,"{'en_US': 'Dunemaul', 'es_MX': 'Dunemaul', 'pt_BR': 'Dunemaul', 'de_DE': 'Dunemaul', 'en_GB': 'Dunemaul', 'es_ES': 'Dunemaul', 'fr_FR': 'Dunemaul', 'it_IT': 'Dunemaul', 'ru_RU': 'Dunemaul', 'ko_KR': 'Dunemaul', 'zh_TW': '流沙之槌', 'zh_CN': '流沙之槌'}",us,1185,retail
1357,"{'en_US': 'Maiev', 'es_MX': 'Maiev', 'pt_BR': 'Maiev', 'de_DE': 'Maiev', 'en_GB': 'Maiev', 'es_ES': 'Maiev', 'fr_FR': 'Maiev', 'it_IT': 'Maiev', 'ru_RU': 'Майев', 'ko_KR': 'Maiev', 'zh_TW': '瑪翼夫', 'zh_CN': '玛维'}",us,1185,retail
119,"{'en_US': 'Bloodscalp', 'es_MX': 'Bloodscalp', 'pt_BR': 'Bloodscalp', 'de_DE': 'Bloodscalp', 'en_GB': 'Bloodscalp', 'es_ES': 'Bloodscalp', 'fr_FR': 'Bloodscalp', 'it_IT': 'Bloodscalp', 'ru_RU': 'Bloodscalp', 'ko_KR': 'Bloodscalp', 'zh_TW': '血頂部族', 'zh_CN': '血顶'}",us,1185,retail
1372,"{'en_US': ""Quel'dorei"", 'es_MX': ""Quel'dorei"", 'pt_BR': ""Quel'dorei"", 'de_DE': ""Quel'dorei"", 'en_GB': ""Quel'dorei"", 'es_ES': ""Quel'dorei"", 'fr_FR': ""Quel'dorei"", 'it_IT': ""Quel'dorei"", 'ru_RU': ""Quel'dorei"", 'ko_KR': ""Quel'dorei"", 'zh_TW': '眾星之子', 'zh_CN': '奎尔多雷'}",us,1185,retail
112,"{'en_US': 'Boulderfist', 'es_MX': 'Boulderfist', 'pt_BR': 'Boulderfist', 'de_DE': 'Boulderfist', 'en_GB': 'Boulderfist', 'es_ES': 'Boulderfist', 'fr_FR': 'Boulderfist', 'it_IT': 'Boulderfist', 'ru_RU': 'Boulderfist', 'ko_KR': 'Boulderfist', 'zh_TW': '石拳', 'zh_CN': '冰川之拳'}",us,1185,retail
108,"{'en_US': 'Stonemaul', 'es_MX': 'Stonemaul', 'pt_BR': 'Stonemaul', 'de_DE': 'Stonemaul', 'en_GB': 'Stonemaul', 'es_ES': 'Stonemaul', 'fr_FR': 'Stonemaul', 'it_IT': 'Stonemaul', 'ru_RU': 'Stonemaul', 'ko_KR': 'Stonemaul', 'zh_TW': '石槌', 'zh_CN': '石锤'}",us,1185,retail
75,"{'en_US': 'Argent Dawn', 'es_MX': 'Argent Dawn', 'pt_BR': 'Argent Dawn', 'de_DE': 'Argent Dawn', 'en_GB': 'Argent Dawn', 'es_ES': 'Argent Dawn', 'fr_FR': 'Argent Dawn', 'it_IT': 'Argent Dawn', 'ru_RU': 'Серебряный Рассвет', 'ko_KR': 'Argent Dawn', 'zh_TW': '銀色黎明', 'zh_CN': '银色黎明'}",us,75,retail
1570,"{'en_US': 'The Scryers', 'es_MX': 'The Scryers', 'pt_BR': 'The Scryers', 'de_DE': 'The Scryers', 'en_GB': 'The Scryers', 'es_ES': 'The Scryers', 'fr_FR': 'The Scryers', 'it_IT': 'The Scryers', 'ru_RU': 'The Scryers', 'ko_KR': 'The Scryers', 'zh_TW': '占卜者', 'zh_CN': '占星者'}",us,75,retail
84,"{'en_US': 'Dragonmaw', 'es_MX': 'Dragonmaw', 'pt_BR': 'Dragonmaw', 'de_DE': 'Dragonmaw', 'en_GB': 'Dragonmaw', 'es_ES': 'Dragonmaw', 'fr_FR': 'Dragonmaw', 'it_IT': 'Dragonmaw', 'ru_RU': 'Dragonmaw', 'ko_KR': 'Dragonmaw', 'zh_TW': '龍喉', 'zh_CN': '巨龙之吼'}",us,84,retail
116,"{'en_US': 'Uldum', 'es_MX': 'Uldum', 'pt_BR': 'Uldum', 'de_DE': 'Uldum', 'en_GB': 'Uldum', 'es_ES': 'Uldum', 'fr_FR': 'Uldum', 'it_IT': 'Uldum', 'ru_RU': 'Uldum', 'ko_KR': 'Uldum', 'zh_TW': '奧丹姆', 'zh_CN': '奥丹姆'}",us,84,retail
1137,"{'en_US': 'Akama', 'es_MX': 'Akama', 'pt_BR': 'Akama', 'de_DE': 'Akama', 'en_GB': 'Akama', 'es_ES': 'Akama', 'fr_FR': 'Akama', 'it_IT': 'Akama', 'ru_RU': 'Akama', 'ko_KR': 'Akama', 'zh_TW': '阿卡瑪', 'zh_CN': '阿卡玛'}",us,84,retail
1349,"{'en_US': 'Korialstrasz', 'es_MX': 'Korialstrasz', 'pt_BR': 'Korialstrasz', 'de_DE': 'Korialstrasz', 'en_GB': 'Korialstrasz', 'es_ES': 'Korialstrasz', 'fr_FR': 'Korialstrasz', 'it_IT': 'Korialstrasz', 'ru_RU': 'Korialstrasz', 'ko_KR': 'Korialstrasz', 'zh_TW': '考雷斯塔茲', 'zh_CN': '考雷斯特拉兹'}",us,84,retail
123,"{'en_US': ""Eldre'Thalas"", 'es_MX': ""Eldre'Thalas"", 'pt_BR': ""Eldre'Thalas"", 'de_DE': ""Eldre'Thalas"", 'en_GB': ""Eldre'Thalas"", 'es_ES': ""Eldre'Thalas"", 'fr_FR': ""Eldre'Thalas"", 'it_IT': ""Eldre'Thalas"", 'ru_RU': ""Eldre'Thalas"", 'ko_KR': ""Eldre'Thalas"", 'zh_TW': '埃德薩拉斯', 'zh_CN': '埃德萨拉'}",us,84,retail
1145,"{'en_US': ""Mug'thol"", 'es_MX': ""Mug'thol"", 'pt_BR': ""Mug'thol"", 'de_DE': ""Mug'thol"", 'en_GB': ""Mug'thol"", 'es_ES': ""Mug'thol"", 'fr_FR': ""Mug'thol"", 'it_IT': ""Mug'thol"", 'ru_RU': ""Mug'thol"", 'ko_KR': ""Mug'thol"", 'zh_TW': '瑪格索爾', 'zh_CN': '玛格索尔'}",us,84,retail
1363,"{'en_US': 'Antonidas', 'es_MX': 'Antonidas', 'pt_BR': 'Antonidas', 'de_DE': 'Antonidas', 'en_GB': 'Antonidas', 'es_ES': 'Antonidas', 'fr_FR': 'Antonidas', 'it_IT': 'Antonidas', 'ru_RU': 'Antonidas', 'ko_KR': 'Antonidas', 'zh_TW': '安東尼達斯', 'zh_CN': '安东尼达斯'}",us,84,retail
86,"{'en_US': 'Silvermoon', 'es_MX': 'Silvermoon', 'pt_BR': 'Silvermoon', 'de_DE': 'Silvermoon', 'en_GB': 'Silvermoon', 'es_ES': 'Silvermoon', 'fr_FR': 'Silvermoon', 'it_IT': 'Silvermoon', 'ru_RU': 'Silvermoon', 'ko_KR': 'Silvermoon', 'zh_TW': '銀月', 'zh_CN': '银月'}",us,86,retail
131,"{'en_US': 'Skywall', 'es_MX': 'Skywall', 'pt_BR': 'Skywall', 'de_DE': 'Skywall', 'en_GB': 'Skywall', 'es_ES': 'Skywall', 'fr_FR': 'Skywall', 'it_IT': 'Skywall', 'ru_RU': 'Skywall', 'ko_KR': 'Skywall', 'zh_TW': '天空之牆', 'zh_CN': '天空之墙'}",us,86,retail
90,"{'en_US': 'Terenas', 'es_MX': 'Terenas', 'pt_BR': 'Terenas', 'de_DE': 'Terenas', 'en_GB': 'Terenas', 'es_ES': 'Terenas', 'fr_FR': 'Terenas', 'it_IT': 'Terenas', 'ru_RU': 'Теренас', 'ko_KR': 'Terenas', 'zh_TW': '泰瑞納斯', 'zh_CN': '泰瑞纳斯'}",us,86,retail
1368,"{'en_US': 'Hydraxis', 'es_MX': 'Hydraxis', 'pt_BR': 'Hydraxis', 'de_DE': 'Hydraxis', 'en_GB': 'Hydraxis', 'es_ES': 'Hydraxis', 'fr_FR': 'Hydraxis', 'it_IT': 'Hydraxis', 'ru_RU': 'Hydraxis', 'ko_KR': 'Hydraxis', 'zh_TW': '海達克西斯', 'zh_CN': '海达希亚'}",us,86,retail
1140,"{'en_US': ""Drak'thul"", 'es_MX': ""Drak'thul"", 'pt_BR': ""Drak'thul"", 'de_DE': ""Drak'thul"", 'en_GB': ""Drak'thul"", 'es_ES': ""Drak'thul"", 'fr_FR': ""Drak'thul"", 'it_IT': ""Drak'thul"", 'ru_RU': ""Drak'thul"", 'ko_KR': ""Drak'thul"", 'zh_TW': '德拉克蘇爾', 'zh_CN': ""Drak'thul""}",us,86,retail
1371,"{'en_US': 'Borean Tundra', 'es_MX': 'Borean Tundra', 'pt_BR': 'Borean Tundra', 'de_DE': 'Borean Tundra', 'en_GB': 'Borean Tundra', 'es_ES': 'Borean Tundra', 'fr_FR': 'Borean Tundra', 'it_IT': 'Borean Tundra', 'ru_RU': 'Borean Tundra', 'ko_KR': 'Borean Tundra', 'zh_TW': '北風凍原', 'zh_CN': '北风苔原'}",us,86,retail
1374,"{'en_US': ""Mok'Nathal"", 'es_MX': ""Mok'Nathal"", 'pt_BR': ""Mok'Nathal"", 'de_DE': ""Mok'Nathal"", 'en_GB': ""Mok'Nathal"", 'es_ES': ""Mok'Nathal"", 'fr_FR': ""Mok'Nathal"", 'it_IT': ""Mok'Nathal"", 'ru_RU': ""Мок'Натал"", 'ko_KR': ""Mok'Nathal"", 'zh_TW': '摩克納薩爾', 'zh_CN': '莫克纳萨'}",us,86,retail
85,"{'en_US': 'Shadowsong', 'es_MX': 'Shadowsong', 'pt_BR': 'Shadowsong', 'de_DE': 'Shadowsong', 'en_GB': 'Shadowsong', 'es_ES': 'Shadowsong', 'fr_FR': 'Shadowsong', 'it_IT': 'Shadowsong', 'ru_RU': 'Shadowsong', 'ko_KR': 'Shadowsong', 'zh_TW': '影歌', 'zh_CN': '影歌'}",us,86,retail
96,"{'en_US': 'Eonar', 'es_MX': 'Eonar', 'pt_BR': 'Eonar', 'de_DE': 'Eonar', 'en_GB': 'Eonar', 'es_ES': 'Eonar', 'fr_FR': 'Eonar', 'it_IT': 'Eonar', 'ru_RU': 'Eonar', 'ko_KR': 'Eonar', 'zh_TW': '伊歐娜', 'zh_CN': '艾欧娜尔'}",us,96,retail
74,"{'en_US': 'Skullcrusher', 'es_MX': 'Skullcrusher', 'pt_BR': 'Skullcrusher', 'de_DE': 'Skullcrusher', 'en_GB': 'Skullcrusher', 'es_ES': 'Skullcrusher', 'fr_FR': 'Skullcrusher', 'it_IT': 'Skullcrusher', 'ru_RU': 'Skullcrusher', 'ko_KR': 'Skullcrusher', 'zh_TW': '碎顱氏族', 'zh_CN': '碎颅者'}",us,96,retail
1068,"{'en_US': ""Gul'dan"", 'es_MX': ""Gul'dan"", 'pt_BR': ""Gul'dan"", 'de_DE': ""Gul'dan"", 'en_GB': ""Gul'dan"", 'es_ES': ""Gul'dan"", 'fr_FR': ""Gul'dan"", 'it_IT': ""Gul'dan"", 'ru_RU': ""Gul'dan"", 'ko_KR': ""Gul'dan"", 'zh_TW': '古爾丹', 'zh_CN': '古尔丹'}",us,96,retail
1259,"{'en_US': 'Zuluhed', 'es_MX': 'Zuluhed', 'pt_BR': 'Zuluhed', 'de_DE': 'Zuluhed', 'en_GB': 'Zuluhed', 'es_ES': 'Zuluhed', 'fr_FR': 'Zuluhed', 'it_IT': 'Zuluhed', 'ru_RU': 'Zuluhed', 'ko_KR': 'Zuluhed', 'zh_TW': '祖魯希德', 'zh_CN': '祖鲁希德'}",us,96,retail
